,date,url,title
27,20210428,https://sputnikglobe.com/20210428/first-shipment-of-russian-covid-relief-aid-lands-in-india-includes-coronavir-ventilators--1082751670.html,"First Shipment of Russian COVID Relief Aid Lands in India, Includes Coronavir, Ventilators "
28,20210428,https://sputnikglobe.com/20210428/developers-of-sputnik-v-slam-brazilian-regulators-refusal-to-allow-vaccine-imports-1082753582.html,Developers of Sputnik V Slam Brazilian Regulator's Refusal to Allow Vaccine Imports
29,20210428,https://sputnikglobe.com/20210428/italian-official-urges-eu-to-expand-portfolio-of-covid-19-vaccines-include-sputnik-v-1082753350.html,"Italian Official Urges EU to Expand Portfolio of COVID-19 Vaccines, Include Sputnik V"
30,20210428,https://sputnikglobe.com/20210428/us-trade-representative-discussed-with-bill-gates-covid-19-intellectual-property-waiver-1082752862.html,US Trade Representative Discussed With Bill Gates COVID-19 Intellectual Property Waiver
31,20210428,https://sputnikglobe.com/20210428/watch-france-tests-new-version-of-m51-ballistic-missile-but-atypical-trajectory-questions-remain-1082752656.html,"Watch: France Tests New Version of M51 Ballistic Missile, But Atypical Trajectory Questions Remain"
32,20210428,https://sputnikglobe.com/20210428/flat-refurb-boris-johnsons-outburst-during-parliament-grilling-leaves-netizens-in-stitches-1082751589.html,Flat Refurb: Boris Johnson's Outburst During Parliament Grilling Leaves Netizens in Stitches
33,20210428,https://sputnikglobe.com/20210428/uk-to-use-nhs-app-as-coronavirus-passport-amid-cybersecurity-concerns-1082751512.html,UK To Use NHS App For Coronavirus Passport As CyberSecurity Concerns Mount
34,20210428,https://sputnikglobe.com/20210428/covid-19-certificates-will-not-help-eu-fully-return-to-normal-by-summer-commissioner-says-1082750692.html,"COVID-19 Certificates Will Not Help EU Fully Return to Normal by Summer, Commissioner Says"
35,20210428,https://sputnikglobe.com/20210428/uk-labour-says-government-could-do-far-more-to-help-india-tackle-covid-19-wave-1082750679.html,UK Labour Says Government Could Do Far More to Help India Tackle COVID-19 Wave
36,20210428,https://sputnikglobe.com/20210428/indian-states-say-its-unlikely-adults-will-be-vaccinated-from-1-may-despite-governments-promises--1082746934.html,"Indian States Say It's Unlikely Adults Will be Vaccinated From 1 May, Despite Government's Promises "
37,20210428,https://sputnikglobe.com/20210428/jen-psaki-interrupted-during-press-briefing-by-lincolns-ghost-1082748302.html,Jen Psaki Interrupted During Press Briefing… by 'Lincoln's Ghost'
38,20210428,https://sputnikglobe.com/20210428/indias-covid-crisis-fbi-fisa-abuses-census-consequences-1082744279.html,India’s COVID Crisis; FBI FISA Abuses; Census Consequences
39,20210428,https://sputnikglobe.com/20210428/crematoria-overflowing-in-india-eu-appears-set-to-ratify-brexit-trade-deal-1082742590.html,"Crematoria Overflowing in India, EU Appears Set to Ratify Brexit Trade Deal"
40,20210428,https://sputnikglobe.com/20210428/us-mental-illness-surge-could-revolutionize-therapy-1082748047.html,US Mental Illness Surge Could Revolutionize Therapy
41,20210428,https://sputnikglobe.com/20210428/last-minute-covid-aid-trump-era-warmth-toward-india-missing-in-biden-harris-admin-author-says-1082747373.html,"Last-Minute COVID Aid: Trump Era 'Warmth' Toward India Missing in Biden-Harris Admin, Author Says"
42,20210428,https://sputnikglobe.com/20210428/biden-wraps-up-qa-session-with-reporters-saying-hes-gonna-be-in-trouble---video-1082747072.html,"Biden Wraps Up Q&A Session With Reporters, Saying He's 'Gonna Be in Trouble' - Video"
43,20210428,https://sputnikglobe.com/20210428/european-parliament-ratifies-post-brexit-trade-deal-with-uk-1082747325.html,European Parliament Ratifies Post-Brexit Trade Deal With UK
44,20210428,https://sputnikglobe.com/20210428/forthcoming-french-atlantic-ocean-missile-test-suspected-as-hypersonic-weapon-debut---report-1082745740.html,Forthcoming French Atlantic Ocean Missile Test Suspected as Hypersonic Weapon Debut - Report
45,20210427,https://sputnikglobe.com/20210427/cdc-fully-vaccinated-americans-no-longer-need-masks-outside-unless-in-large-groups-1082743802.html,"CDC: Fully Vaccinated Americans No Longer Need Masks Outside, Unless in Large Groups"
46,20210427,https://sputnikglobe.com/20210427/sirens-sounding-in-southern-israel-idf-says-1082744677.html,IDF Identifies Unsuccessful Launch of Two Rockets in Gaza
47,20210427,https://sputnikglobe.com/20210427/kumbh-crowds-gather-for-holy-dip-in-ganges-despite-over-300000-daily-covid-cases-in-india---video-1082741396.html,"Kumbh: Crowds Gather for Holy Dip in Ganges Despite Over 300,000 Daily Covid Cases in India - Video"
48,20210427,https://sputnikglobe.com/20210427/some-75-of-dup-mlas-reportedly-sign-letter-of-no-confidence-in-leader-arlene-foster-1082742867.html,Three-Quarters of DUP MLAs Reportedly Sign Letter of No Confidence in Leader Arlene Foster
49,20210427,https://sputnikglobe.com/20210427/reform-and-reclaim-party-leaders-vow-to-run-pub-free-from-covid-19-rules-1082741553.html,Reform and Reclaim Party Leaders Vow to Run Pub Free From COVID-19 Rules
50,20210427,https://sputnikglobe.com/20210427/russian-vaccine-sputnik-v-to-be-effective-against-indian-mutation-of-covid-19-developer-says-1082742401.html,"Russian Vaccine Sputnik V to Be Effective Against Indian Mutation of COVID-19, Developer Says"
51,20210427,https://sputnikglobe.com/20210427/second-covid-wave-has-hampered-indias-economic-recovery-by-15-unemployment-to-rise---economist-1082738406.html,"Second COVID Wave Has Hampered India's Economic Recovery by 15%, Unemployment to Rise - Economist"
52,20210427,https://sputnikglobe.com/20210427/diabolical-australia-bans-flights-to-india-fearing-rapid-spread-of-double-mutant-covid-variant-1082737456.html,'Diabolical': Australia Bans Flights to India Fearing Rapid Spread of Double Mutant COVID Variant
53,20210427,https://sputnikglobe.com/20210427/hypocrisy-and-hatred-on-display-as-inside-the-tenters-smear-london-anti-lockdown-marchers-1082738724.html,Hypocrisy and Hatred on Display as ‘Inside the Tenters’ Smear London Anti-Lockdown Marchers
54,20210427,https://sputnikglobe.com/20210427/kremlin-welcomes-us-decision-to-share-covid-19-vaccines-with-other-countries-1082738693.html,Kremlin Welcomes US Decision to Share COVID-19 Vaccines With Other Countries
55,20210427,https://sputnikglobe.com/20210427/biggest-concern-us-doesnt-want-to-channel-covid-related-aid-to-india-through-pm-modis-office-1082736843.html,'Biggest Concern': US Doesn't Want to Channel COVID-Related Aid to India Through PM Modi's Office
56,20210427,https://sputnikglobe.com/20210427/no-one-has-his-charisma-trump-the-only-guy-who-can-make-3rd-presidential-bid-farage-says-1082738026.html,"'No One Has His Charisma': Trump 'the Only Guy' Who Can Make 3rd Presidential Bid, Farage Says"
57,20210427,https://sputnikglobe.com/20210427/from-jerusalem-to-jj-global-apartheid-is-on-full-display-1082733797.html,"From Jerusalem to J&J, 'Global Apartheid' is on Full Display"
58,20210427,https://sputnikglobe.com/20210427/covid-surges-in-india-mumia-at-67-ip-laws-hinder-vaccine-distribution-1082733819.html,COVID Surges in India; Mumia at 67; IP Laws Hinder Vaccine Distribution
59,20210427,https://sputnikglobe.com/20210427/will-biden-help-address-indias-covid-disaster-putin-biden-summit-proposed-for-summer-1082735124.html,Will Biden Help Address India's COVID Disaster? Putin-Biden Summit Proposed for Summer
60,20210427,https://sputnikglobe.com/20210427/brazilian-governor-vows-to-challenge-health-regulator-after-refusal-to-greenlight-sputnik-v-imports-1082736953.html,Brazilian Governor Vows to Challenge Health Regulator After Refusal to Greenlight Sputnik V Imports
61,20210427,https://sputnikglobe.com/20210427/could-cummings-testimony-on-uk-govts-handling-of-covid-derail-pm-johnsons-political-career-1082732535.html,Could Cummings' Testimony on UK Gov't's Handling of COVID Derail PM Johnson's Political Career?
62,20210427,https://sputnikglobe.com/20210427/live-updates-india-confirms-over-323000-new-covid-19-cases-1082736353.html,Live Updates: Fully Vaccinated Americans Can Now Go Outdoors Unmasked
63,20210427,https://sputnikglobe.com/20210427/bill-gates-rejects-covid-19-vaccine-patent-waivers-as-shot-maker-india-buckles-under-second-wave-1082735438.html,Bill Gates Rejects COVID-19 Vaccine Patent Waivers as Shot-Maker India Buckles Under Second Wave
64,20210426,https://sputnikglobe.com/20210426/fauci-believes-us-to-see-turning-point-of-covid-19-pandemic-course-in-near-future---report-1082734612.html,Fauci Believes US to See 'Turning Point' of COVID-19 Pandemic Course in Near Future - Report
65,20210426,https://sputnikglobe.com/20210426/cuomo-insists-he-wont-resign-over-scandals-blames-trump-for-nursing-home-controversy---report-1082733167.html,"Cuomo Insists He Won't Resign Over Scandals, Blames Trump for Nursing Home Controversy - Report"
66,20210426,https://sputnikglobe.com/20210426/abbas-pledges-palestinian-elections-wont-go-ahead-without-east-jerusalem-participation-1082733435.html,Abbas Pledges Palestinian Elections Won’t Go Ahead Without East Jerusalem Participation
67,20210426,https://sputnikglobe.com/20210426/rdif-to-deliver-sputnik-v-vaccine-to-india-first-doses-to-arrive-on-may-1-1082733660.html,"RDIF to Deliver Sputnik V Vaccine to India, First Doses to Arrive on May 1"
68,20210426,https://sputnikglobe.com/20210426/kamala-harris-mocked-for-excessive-covid-19-social-distancing-in-tv-interview-1082732669.html,Kamala Harris Mocked for Excessive COVID-19 Social Distancing in TV Interview
69,20210426,https://sputnikglobe.com/20210426/bolivia-vows-to-produce-covid-vaccines-including-russian-one-1082732929.html,"Bolivia Vows to Produce COVID Vaccines, Including Russian One"
70,20210426,https://sputnikglobe.com/20210426/merkel-germany-independently-dealing-with-possible-purchase-of-russian-vaccine-sputnik-v-1082732338.html,Merkel: Germany Independently Dealing With Possible Purchase of Russian Vaccine Sputnik V
71,20210426,https://sputnikglobe.com/20210426/kamala-harris-will-reportedly-address-un-urging-countries-to-prepare-for-new-pandemic-1082731454.html,Kamala Harris Will Reportedly Address UN Urging Countries to Prepare for New Pandemic
72,20210426,https://sputnikglobe.com/20210426/bodies-outside-of-hospitals-in-india-as-america-pledges-help-but-hordes-astrazeneca-vaccine-1082731172.html,Bodies Outside of Hospitals in India as America Pledges Help But Hordes AstraZeneca Vaccine
73,20210426,https://sputnikglobe.com/20210426/boris-johnson-reportedly-ditches-unpopular-covid-passports-for-the-pub-1082727758.html,Boris Johnson Reportedly Ditches Unpopular ‘COVID Passports’ for the Pub
74,20210426,https://sputnikglobe.com/20210426/evil-rules-in-brazil-says-woman-as-she-loses-eighth-relative-to-covid-19-amid-hospital-chaos-1082727934.html,'Evil Rules In Brazil' Says Woman As She Loses Eighth Relative To COVID-19 Amid Hospital Chaos
75,20210426,https://sputnikglobe.com/20210426/election-commission-of-india-caused-second-covid-wave-madras-high-court-says-1082727010.html,"Election Commission of India Caused Second COVID Wave, Madras High Court Says"
76,20210426,https://sputnikglobe.com/20210426/eu-sues-astrazeneca-over-failure-to-deliver-on-vaccine-provision-contract-1082727902.html,AstraZeneca to Defend Itself in Court as EU Sues It for Alleged Failure to Deliver on Vaccine Deal
77,20210426,https://sputnikglobe.com/20210426/uk-mps-urge-boris-johnson-to-publish-communications-with-big-pharma-lobbyists-on-covid-vaccines-1082727225.html,UK MPs Urge Boris Johnson to Publish Communications With Big Pharma Lobbyists on COVID Vaccines
78,20210426,https://sputnikglobe.com/20210426/staystrong-countries-rush-medical-aid-to-covid-tormented-india-1082722912.html,#StayStrong: Countries Rush Medical Aid to COVID-Tormented India
79,20210426,https://sputnikglobe.com/20210426/rdif-viscoran-ilac-agree-to-produce-russias-covid-19-vaccine-sputnik-v-in-turkey-1082726617.html,"RDIF, Viscoran Ilac Agree to Produce Russia's COVID-19 Vaccine Sputnik V in Turkey"
80,20210426,https://sputnikglobe.com/20210426/us-lawmaker-calls-for-export-of-astrazeneca-jab-to-india-as-biden-extends-help-to-covid-hit-country-1082722539.html,US Lawmaker Calls For Export of AstraZeneca Jab to India as Biden Extends Help to COVID-Hit Country
81,20210426,https://sputnikglobe.com/20210426/over-50-of-south-koreans-support-using-russias-sputnik-v-vaccine-in-country-poll-suggests-1082722623.html,"Over 50% of South Koreans Support Using Russia's Sputnik V Vaccine in Country, Poll Suggests"
82,20210426,https://sputnikglobe.com/20210426/us-offers-covid19-related-supplies-resources-to-india-amid-infection-spike-1082722055.html,"US Offers COVID-Related Supplies, Resources to India Amid Infection Spike"
83,20210426,https://sputnikglobe.com/20210426/nearly-five-million-in-us-are-skipping-their-second-doses-of-covid-19-vaccines-1082721302.html,"Nearly Five Million in US Are Skipping Their Second Doses of COVID-19 Vaccines, Report Says"
84,20210425,https://sputnikglobe.com/20210425/south-african-covid-19-jab-contract-bails-out-firm-that-funded-presidents-election-1082720140.html,South African COVID-19 Jab Contract Bails Out Firm That Funded President's Election
85,20210425,https://sputnikglobe.com/20210425/from-sputnik-v-to-sputnik-vida-argentina-boosts-inoculation-lays-ground-for-own-vaccine-diplomacy-1082720150.html,"From Sputnik V to Sputnik VIDA: Argentina Boosts Inoculation, Lays Ground for Own Vaccine Diplomacy"
86,20210425,https://sputnikglobe.com/20210425/side-by-side-uk-sends-ventilators-to-covid-19-stricken-india-1082719888.html,'Side by Side': UK Sends Ventilators to COVID-19 Stricken India
87,20210425,https://sputnikglobe.com/20210425/official-statistics-show-sputnik-v-safest-vaccine-used-in-hungary-1082720013.html,Official Statistics Show Sputnik V Safest Vaccine Used in Hungary
88,20210425,https://sputnikglobe.com/20210425/another-spat-over-vaccine-rollout-uk-outstrips-eu-as-britain-secures-100-mln-french-made-doses--1082719000.html,Another Spat Over Vaccine Rollout? UK Outstrips EU as Britain Secures 100 Mln French-Made Doses 
89,20210425,https://sputnikglobe.com/20210425/india-urges-social-media-platforms-to-take-down-posts-spreading-fake-covid-19-info-1082718819.html,India Urges Social Media Platforms to Take Down Posts Spreading Fake COVID-19 Info
90,20210425,https://sputnikglobe.com/20210425/indian-opposition-leader-rahul-gandhi-asks-colleagues-to-quit-political-work-to-ease-pain--1082717796.html,Indian Opposition Leader Rahul Gandhi Asks Colleagues to Quit Political Work to 'Ease Pain' 
91,20210425,https://sputnikglobe.com/20210425/us-secretary-of-state-antony-blinken-pledges-support-for-india-fighting-horrific-outbreak-1082717418.html,US Secretary of State Antony Blinken Pledges Support for India Fighting 'Horrific' Outbreak
92,20210425,https://sputnikglobe.com/20210425/video-eight-police-officers-injured-in-anti-covid-lockdown-protest-in-central-london-1082716732.html,Video: Eight Police Officers Injured in Anti-COVID Lockdown Protest in Central London
93,20210424,https://sputnikglobe.com/20210424/venezuelan-health-minister-praises-sputnik-v-as-worlds-most-effective-vaccine-1082716380.html,Venezuelan Health Minister Praises Sputnik V as World's Most Effective Vaccine
94,20210424,https://sputnikglobe.com/20210424/half-of-uk-immunised-against-covid-19--but-no-early-exit-from-lockdown-1082715302.html,Half of UK Immunised Against COVID-19 — But no Early Exit From Lockdown
95,20210424,https://sputnikglobe.com/20210424/delhi-high-court-warns-of-death-sentence-as-dire-deficit-of-oxygen-hinders-covid-treatments-1082713462.html,Delhi High Court Warns of Death Sentence as Dire Deficit of Oxygen Hinders COVID Treatments
96,20210424,https://sputnikglobe.com/20210424/unite-for-freedom-protests-against-covid-restrictions-held-in-london-1082713667.html,'Unite for Freedom' Protests Against COVID Restrictions Held in London
97,20210424,https://sputnikglobe.com/20210424/selfish-us-hurting-ties-with-india-by-denying-raw-materials-covid-vaccines-ex-foreign-secretary-1082705095.html,"‘Selfish’ US Hurting Ties With India by Denying Raw Materials, COVID Vaccines: Ex-Foreign Secretary"
98,20210424,https://sputnikglobe.com/20210424/live-updates-germany-confirms-over-23000-new-covid-19-cases-1082712133.html,"Live Updates: Germany Confirms Over 23,000 New COVID-19 Cases"
99,20210423,https://sputnikglobe.com/20210423/us-post-office-spying-on-social-media-cuba-gets-new-leader-jobless-claims-down-1082711605.html,"US Post Office Spying on Social Media, Cuba gets New Leader; Jobless Claims Down"
100,20210423,https://sputnikglobe.com/20210423/red-alert-sirens-went-off-in-southern-israel-amid-reports-of-loud-explosion-1082710725.html,IDF: Israel Strikes HAMAS Targets in Gaza Following Night of Rocket Attacks
101,20210423,https://sputnikglobe.com/20210423/its-official-kim-kardashians-transgender-step-mum-caitlyn-jenner-to-run-for-california-governor-1082709591.html,It's Official! Caitlyn Jenner to Run for California Governor
102,20210423,https://sputnikglobe.com/20210423/is-pfizer-quietly-targeting-other-vaccines-while-holding-back-on-its-own-safety-record--1082693859.html,"Is Pfizer Quietly Targeting Other Vaccines, While Holding Back on Its Own Safety Record? "
103,20210423,https://sputnikglobe.com/20210423/production-delays-lack-of-trust-experts-say-it-may-take-9-years-to-vaccinate-all-of-india--1082707058.html,"Production Delays, Lack of Trust: Experts Say it May Take 9 Years to Vaccinate All of India "
104,20210423,https://sputnikglobe.com/20210423/stunning-photo-indian-outfit-demands-expulsion-of-wapo-bureau-chief-for-mocking-covid-deaths-1082705601.html,'Stunning Photo': Indian Outfit Demands Expulsion of WaPo Bureau Chief for 'Mocking' COVID Deaths
105,20210423,https://sputnikglobe.com/20210423/covid-vaccinated--recovered-mothers-sell-antibody-breast-milk-online-but-science-is-still-murky-1082705785.html,COVID-Vaccinated & Recovered Mothers Sell 'Antibody Breast Milk' Online but Science is Still Murky
106,20210423,https://sputnikglobe.com/20210423/this-is-on-you-congress-leader-rahul-gandhi-slams-modi-govt-over-oxygen-crisis-covid-deaths-1082704901.html,"'This Is On You': Congress Leader Rahul Gandhi Slams Modi Gov't Over Oxygen Crisis, COVID Deaths"
107,20210423,https://sputnikglobe.com/20210423/norway-risk-of-dying-from-astrazeneca-higher-than-of-covid-19-1082704623.html,Norway: Risk of Dying From AstraZeneca Higher Than of COVID-19
108,20210423,https://sputnikglobe.com/20210423/live-updates-india-detects-record-332730-new-covid-19-cases-for-second-straight-day-1082704493.html,"Live Updates: 5.7Mln New COVID-19 Cases Recorded This Week, Biggest Surge Since Pandemic’s Outbreak "
109,20210423,https://sputnikglobe.com/20210423/dozens-of-iowa-prisoners-given-six-times-the-normal-sars-cov-2-vaccine-dose-1082703791.html,Dozens of Iowa Prisoners Given Six Times the Normal SARS-CoV-2 Vaccine Dose
110,20210422,https://sputnikglobe.com/20210422/who-says-plans-agreed-for-joint-manufacturing-inspection-of-sputnik-v-facilities-in-may-1082701521.html,WHO Says Plans Agreed for Joint Manufacturing Inspection of Sputnik V Facilities in May
111,20210422,https://sputnikglobe.com/20210422/turkey-to-start-using-russian-vaccine-sputnik-v-soon-health-minister-says-1082701353.html,"Turkey to Start Using Russian Vaccine Sputnik V Soon, Health Minister Says"
112,20210422,https://sputnikglobe.com/20210422/indias-oxygen-woes-delhi-and-haryana-desperate-for-o2-as-covid-patients-gasp-for-breath-1082698608.html,India's Oxygen Woes: Delhi and Haryana Desperate for O2 as COVID Patients Gasp for Breath
113,20210422,https://sputnikglobe.com/20210422/wests-cold-war-prolongs-pandemic-1082700888.html,West’s Cold War Prolongs Pandemic
114,20210422,https://sputnikglobe.com/20210422/dollar-falls-to-multi-week-lows-against-euro-pound-yen-and-yuan-after-money-printing-spree-1082700383.html,"Dollar Falls to Multi-Week Lows Against Euro, Pound, Yen and Yuan After Money Printing Spree"
115,20210422,https://sputnikglobe.com/20210422/russias-sputnik-v-vaccine-may-get-who-authorization-in-summer-deputy-foreign-minister-says-1082698087.html,"Russia's Sputnik V Vaccine May Get WHO Authorization in Summer, Deputy Foreign Minister Says"
116,20210422,https://sputnikglobe.com/20210422/eu-reportedly-prepares-legal-action-against-astrazeneca-over-vaccine-deliveries-1082697951.html,EU Reportedly Prepares Legal Action Against AstraZeneca Over Vaccine Deliveries
117,20210422,https://sputnikglobe.com/20210422/uks-heathrow-airport-refuses-to-allow-additional-flights-from-red-listed-india-after-23-april-1082697531.html,UK's Heathrow Airport Refuses To Allow Additional Flights from 'Red Listed' India After 23 April
118,20210422,https://sputnikglobe.com/20210422/live-updates-india-reports-record-314835-new-covid-19-cases-1082697333.html,"Live Updates: India Reports Record 314,835 New COVID-19 Cases"
119,20210422,https://sputnikglobe.com/20210422/pfizer-says-identified-counterfeit-covid-19-vaccines-in-mexico-poland--reports-1082697212.html,"Pfizer Says Identified Counterfeit COVID-19 Vaccines in Mexico, Poland – Reports"
120,20210421,https://sputnikglobe.com/20210421/biden-hails-us-reaching-200-million-sars-cov-2-vaccination-goal-but-not-yet-ready-to-share-shots-1082695279.html,"Biden Hails US Reaching 200 Million SARS-CoV-2 Vaccination Goal, But ‘Not Yet’ Ready to Share Shots"
121,20210421,https://sputnikglobe.com/20210421/seoul-considers-using-russian-covid-19-vaccine-sputnik-v--1082694950.html,Seoul Considers Using Russian COVID-19 Vaccine Sputnik V 
122,20210421,https://sputnikglobe.com/20210421/researchers-in-texas-discover-antibody-resistant-strain-of-coronavirus-1082694414.html,Researchers in Texas Discover Antibody-Resistant Strain of Coronavirus
123,20210421,https://sputnikglobe.com/20210421/fault-lines-special-coverage-putins-state-of-the-nation-address-policies-foreign--domestic-1082693792.html,"Fault Lines Special Coverage: Putin's State of the Nation Address, Policies Foreign & Domestic"
124,20210421,https://sputnikglobe.com/20210421/worlds-airlines-face-477bln-in-post-tax-losses-in-2021-amid-recovery-setbacks-iata-says-1082693475.html,"World's Airlines Face $47.7Bln in Post-Tax Losses in 2021 Amid Recovery Setbacks, IATA Says"
125,20210421,https://sputnikglobe.com/20210421/biden-to-say-us-vaccine-jabs-on-track-to-reach-200mln-ahead-of-schedule-white-house-says-1082693170.html,"Biden to Say US Vaccine Jabs on Track to Reach 200Mln Ahead of Schedule, White House Says"
126,20210421,https://sputnikglobe.com/20210421/indian-lawmaker-says-us-sending-dark-hints-to-delhi-over-purchase-of-russian-s-400s-1082690864.html,Indian Lawmaker Says US Sending 'Dark Hints' to Delhi Over Purchase of Russian S-400s
127,20210421,https://sputnikglobe.com/20210421/red-lines-coup-attempts-coexistence-key-takeaways-from-putins-address-to-the-federal-assembly-1082692692.html,"'Red Lines,' Coup Attempts and Zircon Missiles: Highlights of Putin’s Address to Federal Assembly"
128,20210421,https://sputnikglobe.com/20210421/astrazeneca-jab-shortage-in-eu-reportedly-rooted-in-production-hardships-on-the-continent-1082692134.html,AstraZeneca Jab Shortage in EU Reportedly Rooted in Production Hardships on the Continent
